Algorithm,Episode,Reward,Episode_Length,Vehicles_Processed,Final_Queue_Length
PPO_CONSERVATIVE,17,-153.6,500,25,15
PPO_CONSERVATIVE,18,-153.6,500,25,15
PPO_CONSERVATIVE,19,-153.6,500,25,15
PPO_CONSERVATIVE,20,-153.6,500,25,15
PPO_CONSERVATIVE,21,-153.6,500,25,15
PPO_CONSERVATIVE,22,-153.6,500,25,15
PPO_CONSERVATIVE,23,-153.6,500,25,15
PPO_CONSERVATIVE,24,-153.6,500,25,15
PPO_CONSERVATIVE,25,-153.6,500,25,15
PPO_CONSERVATIVE,26,-153.6,500,25,15
PPO_CONSERVATIVE,27,-153.6,500,25,15
PPO_CONSERVATIVE,28,-153.6,500,25,15
PPO_CONSERVATIVE,29,-153.6,500,25,15
PPO_CONSERVATIVE,30,-153.6,500,25,15
PPO_CONSERVATIVE,31,-153.6,500,25,15
PPO_CONSERVATIVE,32,-153.6,500,25,15
PPO_CONSERVATIVE,33,-153.6,500,25,15
PPO_CONSERVATIVE,34,-153.6,500,25,15
PPO_CONSERVATIVE,35,-153.6,500,25,15
PPO_CONSERVATIVE,36,-153.6,500,25,15
PPO_CONSERVATIVE,37,-153.6,500,25,15
PPO_CONSERVATIVE,38,-153.6,500,25,15
PPO_CONSERVATIVE,39,-153.6,500,25,15
PPO_CONSERVATIVE,40,-153.6,500,25,15
PPO_CONSERVATIVE,41,-153.6,500,25,15
PPO_CONSERVATIVE,42,-153.6,500,25,15
PPO_CONSERVATIVE,43,-153.6,500,25,15
PPO_CONSERVATIVE,44,-153.6,500,25,15
PPO_CONSERVATIVE,45,-153.6,500,25,15
PPO_CONSERVATIVE,46,-153.6,500,25,15
PPO_CONSERVATIVE,47,-153.6,500,25,15
PPO_CONSERVATIVE,48,-153.6,500,25,15
PPO_CONSERVATIVE,49,-153.6,500,25,15
PPO_CONSERVATIVE,50,-153.6,500,25,15
PPO_HIGH_ENTROPY,1,-154.0,500,25,15
PPO_HIGH_ENTROPY,2,-154.0,500,25,15
PPO_HIGH_ENTROPY,3,-154.0,500,25,15
PPO_HIGH_ENTROPY,4,-154.0,500,25,15
PPO_HIGH_ENTROPY,5,-154.0,500,25,15
PPO_HIGH_ENTROPY,6,-154.0,500,25,15
PPO_HIGH_ENTROPY,7,-154.0,500,25,15
PPO_HIGH_ENTROPY,8,-154.0,500,25,15
PPO_HIGH_ENTROPY,9,-154.0,500,25,15
PPO_HIGH_ENTROPY,10,-154.0,500,25,15
PPO_HIGH_ENTROPY,11,-154.0,500,25,15
PPO_HIGH_ENTROPY,12,-154.0,500,25,15
PPO_HIGH_ENTROPY,13,-154.0,500,25,15
PPO_HIGH_ENTROPY,14,-154.0,500,25,15
PPO_HIGH_ENTROPY,15,-154.0,500,25,15
PPO_HIGH_ENTROPY,16,-154.0,500,25,15
PPO_HIGH_ENTROPY,17,-154.0,500,25,15
PPO_HIGH_ENTROPY,18,-154.0,500,25,15
PPO_HIGH_ENTROPY,19,-154.0,500,25,15
PPO_HIGH_ENTROPY,20,-154.0,500,25,15
PPO_HIGH_ENTROPY,21,-154.0,500,25,15
PPO_HIGH_ENTROPY,22,-154.0,500,25,15
PPO_HIGH_ENTROPY,23,-154.0,500,25,15
PPO_HIGH_ENTROPY,24,-154.0,500,25,15
PPO_HIGH_ENTROPY,25,-154.0,500,25,15
PPO_HIGH_ENTROPY,26,-154.0,500,25,15
PPO_HIGH_ENTROPY,27,-154.0,500,25,15
PPO_HIGH_ENTROPY,28,-154.0,500,25,15
PPO_HIGH_ENTROPY,29,-154.0,500,25,15
PPO_HIGH_ENTROPY,30,-154.0,500,25,15
PPO_HIGH_ENTROPY,31,-154.0,500,25,15
PPO_HIGH_ENTROPY,32,-154.0,500,25,15
PPO_HIGH_ENTROPY,33,-154.0,500,25,15
PPO_HIGH_ENTROPY,34,-154.0,500,25,15
PPO_HIGH_ENTROPY,35,-154.0,500,25,15
PPO_HIGH_ENTROPY,36,-154.0,500,25,15
PPO_HIGH_ENTROPY,37,-154.0,500,25,15
PPO_HIGH_ENTROPY,38,-154.0,500,25,15
PPO_HIGH_ENTROPY,39,-154.0,500,25,15
PPO_HIGH_ENTROPY,40,-154.0,500,25,15
PPO_HIGH_ENTROPY,41,-154.0,500,25,15
PPO_HIGH_ENTROPY,42,-154.0,500,25,15
PPO_HIGH_ENTROPY,43,-154.0,500,25,15
PPO_HIGH_ENTROPY,44,-154.0,500,25,15
PPO_HIGH_ENTROPY,45,-154.0,500,25,15
PPO_HIGH_ENTROPY,46,-154.0,500,25,15
PPO_HIGH_ENTROPY,47,-154.0,500,25,15
PPO_HIGH_ENTROPY,48,-154.0,500,25,15
PPO_HIGH_ENTROPY,49,-154.0,500,25,15
PPO_HIGH_ENTROPY,50,-154.0,500,25,15
PPO_MAIN_TRAINING,1,-158.25,500,25,15
PPO_MAIN_TRAINING,2,-158.25,500,25,15
PPO_MAIN_TRAINING,3,-158.25,500,25,15
PPO_MAIN_TRAINING,4,-158.25,500,25,15
PPO_MAIN_TRAINING,5,-158.25,500,25,15
PPO_MAIN_TRAINING,6,-158.25,500,25,15
PPO_MAIN_TRAINING,7,-158.25,500,25,15
PPO_MAIN_TRAINING,8,-158.25,500,25,15
PPO_MAIN_TRAINING,9,-158.25,500,25,15
PPO_MAIN_TRAINING,10,-158.25,500,25,15
PPO_MAIN_TRAINING,11,-158.25,500,25,15
PPO_MAIN_TRAINING,12,-158.25,500,25,15
PPO_MAIN_TRAINING,13,-158.25,500,25,15
PPO_MAIN_TRAINING,14,-158.25,500,25,15
PPO_MAIN_TRAINING,15,-158.25,500,25,15
PPO_MAIN_TRAINING,16,-158.25,500,25,15
PPO_MAIN_TRAINING,17,-158.25,500,25,15
PPO_MAIN_TRAINING,18,-158.25,500,25,15
PPO_MAIN_TRAINING,19,-158.25,500,25,15
PPO_MAIN_TRAINING,20,-158.25,500,25,15
PPO_MAIN_TRAINING,21,-158.25,500,25,15
PPO_MAIN_TRAINING,22,-158.25,500,25,15
PPO_MAIN_TRAINING,23,-158.25,500,25,15
PPO_MAIN_TRAINING,24,-158.25,500,25,15
PPO_MAIN_TRAINING,25,-158.25,500,25,15
PPO_MAIN_TRAINING,26,-158.25,500,25,15
PPO_MAIN_TRAINING,27,-158.25,500,25,15
PPO_MAIN_TRAINING,28,-158.25,500,25,15
PPO_MAIN_TRAINING,29,-158.25,500,25,15
PPO_MAIN_TRAINING,30,-158.25,500,25,15
PPO_MAIN_TRAINING,31,-158.25,500,25,15
PPO_MAIN_TRAINING,32,-158.25,500,25,15
PPO_MAIN_TRAINING,33,-158.25,500,25,15
PPO_MAIN_TRAINING,34,-158.25,500,25,15
PPO_MAIN_TRAINING,35,-158.25,500,25,15
PPO_MAIN_TRAINING,36,-158.25,500,25,15
PPO_MAIN_TRAINING,37,-158.25,500,25,15
PPO_MAIN_TRAINING,38,-158.25,500,25,15
PPO_MAIN_TRAINING,39,-158.25,500,25,15
PPO_MAIN_TRAINING,40,-158.25,500,25,15
PPO_MAIN_TRAINING,41,-158.25,500,25,15
PPO_MAIN_TRAINING,42,-158.25,500,25,15
PPO_MAIN_TRAINING,43,-158.25,500,25,15
PPO_MAIN_TRAINING,44,-158.25,500,25,15
PPO_MAIN_TRAINING,45,-158.25,500,25,15
PPO_MAIN_TRAINING,46,-158.25,500,25,15
PPO_MAIN_TRAINING,47,-158.25,500,25,15
PPO_MAIN_TRAINING,48,-158.25,500,25,15
PPO_MAIN_TRAINING,49,-158.25,500,25,15
PPO_MAIN_TRAINING,50,-158.25,500,25,15
ACTOR_CRITIC_BALANCED,1,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,2,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,3,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,4,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,5,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,6,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,7,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,8,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,9,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,10,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,11,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,12,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,13,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,14,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,15,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,16,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,17,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,18,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,19,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,20,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,21,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,22,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,23,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,24,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,25,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,26,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,27,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,28,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,29,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,30,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,31,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,32,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,33,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,34,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,35,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,36,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,37,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,38,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,39,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,40,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,41,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,42,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,43,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,44,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,45,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,46,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,47,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,48,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,49,-182.7,500,25,15
ACTOR_CRITIC_BALANCED,50,-182.7,500,25,15
ACTOR_CRITIC_CONSERVATIVE,1,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,2,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,3,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,4,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,5,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,6,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,7,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,8,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,9,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,10,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,11,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,12,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,13,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,14,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,15,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,16,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,17,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,18,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,19,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,20,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,21,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,22,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,23,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,24,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,25,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,26,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,27,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,28,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,29,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,30,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,31,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,32,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,33,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,34,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,35,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,36,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,37,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,38,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,39,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,40,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,41,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,42,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,43,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,44,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,45,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,46,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,47,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,48,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,49,-188.3,500,25,15
ACTOR_CRITIC_CONSERVATIVE,50,-188.3,500,25,15
REINFORCE_MAIN_TRAINING,1,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,2,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,3,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,4,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,5,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,6,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,7,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,8,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,9,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,10,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,11,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,12,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,13,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,14,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,15,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,16,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,17,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,18,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,19,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,20,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,21,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,22,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,23,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,24,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,25,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,26,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,27,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,28,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,29,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,30,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,31,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,32,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,33,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,34,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,35,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,36,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,37,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,38,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,39,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,40,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,41,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,42,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,43,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,44,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,45,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,46,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,47,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,48,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,49,-188.95,500,25,15
REINFORCE_MAIN_TRAINING,50,-188.95,500,25,15
REINFORCE_CONSERVATIVE,1,-191.1,500,25,15
REINFORCE_CONSERVATIVE,2,-191.1,500,25,15
REINFORCE_CONSERVATIVE,3,-191.1,500,25,15
REINFORCE_CONSERVATIVE,4,-191.1,500,25,15
REINFORCE_CONSERVATIVE,5,-191.1,500,25,15
REINFORCE_CONSERVATIVE,6,-191.1,500,25,15
REINFORCE_CONSERVATIVE,7,-191.1,500,25,15
REINFORCE_CONSERVATIVE,8,-191.1,500,25,15
REINFORCE_CONSERVATIVE,9,-191.1,500,25,15
REINFORCE_CONSERVATIVE,10,-191.1,500,25,15
REINFORCE_CONSERVATIVE,11,-191.1,500,25,15
REINFORCE_CONSERVATIVE,12,-191.1,500,25,15
REINFORCE_CONSERVATIVE,13,-191.1,500,25,15
REINFORCE_CONSERVATIVE,14,-191.1,500,25,15
REINFORCE_CONSERVATIVE,15,-191.1,500,25,15
REINFORCE_CONSERVATIVE,16,-191.1,500,25,15
REINFORCE_CONSERVATIVE,17,-191.1,500,25,15
REINFORCE_CONSERVATIVE,18,-191.1,500,25,15
REINFORCE_CONSERVATIVE,19,-191.1,500,25,15
REINFORCE_CONSERVATIVE,20,-191.1,500,25,15
REINFORCE_CONSERVATIVE,21,-191.1,500,25,15
REINFORCE_CONSERVATIVE,22,-191.1,500,25,15
REINFORCE_CONSERVATIVE,23,-191.1,500,25,15
REINFORCE_CONSERVATIVE,24,-191.1,500,25,15
REINFORCE_CONSERVATIVE,25,-191.1,500,25,15
REINFORCE_CONSERVATIVE,26,-191.1,500,25,15
REINFORCE_CONSERVATIVE,27,-191.1,500,25,15
REINFORCE_CONSERVATIVE,28,-191.1,500,25,15
REINFORCE_CONSERVATIVE,29,-191.1,500,25,15
REINFORCE_CONSERVATIVE,30,-191.1,500,25,15
REINFORCE_CONSERVATIVE,31,-191.1,500,25,15
REINFORCE_CONSERVATIVE,32,-191.1,500,25,15
REINFORCE_CONSERVATIVE,33,-191.1,500,25,15
REINFORCE_CONSERVATIVE,34,-191.1,500,25,15
REINFORCE_CONSERVATIVE,35,-191.1,500,25,15
REINFORCE_CONSERVATIVE,36,-191.1,500,25,15
REINFORCE_CONSERVATIVE,37,-191.1,500,25,15
REINFORCE_CONSERVATIVE,38,-191.1,500,25,15
REINFORCE_CONSERVATIVE,39,-191.1,500,25,15
REINFORCE_CONSERVATIVE,40,-191.1,500,25,15
REINFORCE_CONSERVATIVE,41,-191.1,500,25,15
REINFORCE_CONSERVATIVE,42,-191.1,500,25,15
REINFORCE_CONSERVATIVE,43,-191.1,500,25,15
REINFORCE_CONSERVATIVE,44,-191.1,500,25,15
REINFORCE_CONSERVATIVE,45,-191.1,500,25,15
REINFORCE_CONSERVATIVE,46,-191.1,500,25,15
REINFORCE_CONSERVATIVE,47,-191.1,500,25,15
REINFORCE_CONSERVATIVE,48,-191.1,500,25,15
REINFORCE_CONSERVATIVE,49,-191.1,500,25,15
REINFORCE_CONSERVATIVE,50,-191.1,500,25,15
REINFORCE_MODERATE,1,-242.8,500,25,15
REINFORCE_MODERATE,2,-242.8,500,25,15
REINFORCE_MODERATE,3,-242.8,500,25,15
REINFORCE_MODERATE,4,-242.8,500,25,15
REINFORCE_MODERATE,5,-242.8,500,25,15
REINFORCE_MODERATE,6,-242.8,500,25,15
REINFORCE_MODERATE,7,-242.8,500,25,15
REINFORCE_MODERATE,8,-242.8,500,25,15
REINFORCE_MODERATE,9,-242.8,500,25,15
REINFORCE_MODERATE,10,-242.8,500,25,15
REINFORCE_MODERATE,11,-242.8,500,25,15
REINFORCE_MODERATE,12,-242.8,500,25,15
REINFORCE_MODERATE,13,-242.8,500,25,15
REINFORCE_MODERATE,14,-242.8,500,25,15
REINFORCE_MODERATE,15,-242.8,500,25,15
REINFORCE_MODERATE,16,-242.8,500,25,15
REINFORCE_MODERATE,17,-242.8,500,25,15
REINFORCE_MODERATE,18,-242.8,500,25,15
REINFORCE_MODERATE,19,-242.8,500,25,15
REINFORCE_MODERATE,20,-242.8,500,25,15
REINFORCE_MODERATE,21,-242.8,500,25,15
REINFORCE_MODERATE,22,-242.8,500,25,15
REINFORCE_MODERATE,23,-242.8,500,25,15
REINFORCE_MODERATE,24,-242.8,500,25,15
REINFORCE_MODERATE,25,-242.8,500,25,15
REINFORCE_MODERATE,26,-242.8,500,25,15
REINFORCE_MODERATE,27,-242.8,500,25,15
REINFORCE_MODERATE,28,-242.8,500,25,15
REINFORCE_MODERATE,29,-242.8,500,25,15
REINFORCE_MODERATE,30,-242.8,500,25,15
REINFORCE_MODERATE,31,-242.8,500,25,15
REINFORCE_MODERATE,32,-242.8,500,25,15
REINFORCE_MODERATE,33,-242.8,500,25,15
REINFORCE_MODERATE,34,-242.8,500,25,15
REINFORCE_MODERATE,35,-242.8,500,25,15
REINFORCE_MODERATE,36,-242.8,500,25,15
REINFORCE_MODERATE,37,-242.8,500,25,15
REINFORCE_MODERATE,38,-242.8,500,25,15
REINFORCE_MODERATE,39,-242.8,500,25,15
REINFORCE_MODERATE,40,-242.8,500,25,15
REINFORCE_MODERATE,41,-242.8,500,25,15
REINFORCE_MODERATE,42,-242.8,500,25,15
REINFORCE_MODERATE,43,-242.8,500,25,15
REINFORCE_MODERATE,44,-242.8,500,25,15
REINFORCE_MODERATE,45,-242.8,500,25,15
REINFORCE_MODERATE,46,-242.8,500,25,15
REINFORCE_MODERATE,47,-242.8,500,25,15
REINFORCE_MODERATE,48,-242.8,500,25,15
REINFORCE_MODERATE,49,-242.8,500,25,15
REINFORCE_MODERATE,50,-242.8,500,25,15
RANDOM_BASELINE,1,-599.8,500,25,15
RANDOM_BASELINE,2,-599.8,500,25,15
RANDOM_BASELINE,3,-599.8,500,25,15
RANDOM_BASELINE,4,-599.8,500,25,15
RANDOM_BASELINE,5,-599.8,500,25,15
RANDOM_BASELINE,6,-599.8,500,25,15
RANDOM_BASELINE,7,-599.8,500,25,15
RANDOM_BASELINE,8,-599.8,500,25,15
RANDOM_BASELINE,9,-599.8,500,25,15
RANDOM_BASELINE,10,-599.8,500,25,15
RANDOM_BASELINE,11,-599.8,500,25,15
RANDOM_BASELINE,12,-599.8,500,25,15
RANDOM_BASELINE,13,-599.8,500,25,15
RANDOM_BASELINE,14,-599.8,500,25,15
RANDOM_BASELINE,15,-599.8,500,25,15
RANDOM_BASELINE,16,-599.8,500,25,15
RANDOM_BASELINE,17,-599.8,500,25,15
RANDOM_BASELINE,18,-599.8,500,25,15
RANDOM_BASELINE,19,-599.8,500,25,15
RANDOM_BASELINE,20,-599.8,500,25,15
RANDOM_BASELINE,21,-599.8,500,25,15
RANDOM_BASELINE,22,-599.8,500,25,15
RANDOM_BASELINE,23,-599.8,500,25,15
RANDOM_BASELINE,24,-599.8,500,25,15
RANDOM_BASELINE,25,-599.8,500,25,15
RANDOM_BASELINE,26,-599.8,500,25,15
RANDOM_BASELINE,27,-599.8,500,25,15
RANDOM_BASELINE,28,-599.8,500,25,15
